time="2024-05-09T02:24:45.641" level=info msg="Starting kbench..."
time="2024-05-09T02:24:45.646" level=info msg="Created a new Pod manager."
time="2024-05-09T02:24:45.666" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-09T02:37:24.395" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:24.395" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:24.395" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:27.595" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:27.595" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:27.595" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:30.795" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:30.795" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:30.795" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:33.953" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:33.953" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:33.953" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:37.138" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:37.138" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:37.138" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:40.271" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:40.271" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:40.271" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:43.433" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:43.433" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:43.433" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:46.618" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:46.618" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:46.618" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:49.759" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:49.759" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:49.759" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:52.925" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:52.925" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:52.925" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:56.099" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:56.099" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:56.099" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:59.287" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:59.287" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:59.287" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:02.442" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:02.442" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:02.442" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:05.606" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:05.606" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:05.606" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:08.765" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:08.765" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:08.765" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:11.932" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:11.932" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:11.932" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:15.112" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:15.112" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:15.112" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:18.276" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:18.276" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:18.276" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:21.408" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:21.408" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:21.408" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:24.594" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:24.595" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:24.595" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:27.778" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:27.778" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:27.778" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:30.918" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:30.918" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:30.918" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:34.057" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:34.058" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:34.058" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:37.204" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:37.204" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:37.204" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:40.290" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:40.291" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:40.291" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:43.468" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:43.468" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:43.468" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:46.607" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:46.607" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:46.607" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:49.746" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:49.746" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:49.746" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:52.930" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:52.930" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:52.930" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:56.098" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:56.098" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:56.098" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:38:59.270" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:38:59.270" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:38:59.270" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:02.427" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:02.427" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:02.427" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:05.611" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:05.611" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:05.611" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:08.771" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:08.771" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:08.771" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:11.931" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:11.931" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:11.931" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:15.096" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:15.096" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:15.096" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:18.250" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:18.250" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:18.250" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:21.381" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:21.381" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:21.381" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:24.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:24.547" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:24.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:27.695" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:27.695" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:27.695" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:30.851" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:30.851" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:30.851" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:34.034" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:34.034" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:34.034" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:37.190" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:37.191" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:37.191" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:40.385" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:40.385" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:40.385" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:43.544" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:43.544" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:43.544" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:46.715" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:46.715" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:46.715" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:49.897" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:49.897" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:49.897" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:53.107" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:53.107" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:53.107" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:56.242" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:56.242" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:56.242" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:39:59.373" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:39:59.373" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:39:59.373" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:02.552" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:02.553" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:02.553" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:05.748" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:05.748" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:05.748" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:08.905" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:08.905" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:08.905" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:12.095" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:12.095" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:12.095" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:15.284" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:15.284" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:15.284" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:18.461" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:18.461" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:18.461" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:21.616" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:21.617" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:21.617" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:24.787" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:24.788" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:24.788" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:27.910" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:27.910" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:27.910" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:31.082" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:31.082" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:31.082" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:34.277" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:34.277" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:34.277" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:37.440" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:37.440" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:37.440" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:40.572" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:40.572" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:40.572" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:43.744" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:43.744" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:43.744" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:46.919" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:46.919" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:46.919" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:50.093" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:50.093" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:50.093" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:53.261" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:53.262" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:53.262" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:56.428" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:56.428" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:56.428" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:40:59.622" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:40:59.622" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:40:59.622" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:02.806" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:02.807" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:02.807" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:05.959" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:05.959" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:05.959" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:09.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:09.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:09.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:12.281" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:12.281" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:12.281" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:15.460" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:15.460" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:15.460" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:18.587" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:18.587" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:18.587" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
