time="2024-05-08T16:47:30.763" level=info msg="Starting kbench..."
time="2024-05-08T16:47:30.770" level=info msg="Created a new Pod manager."
time="2024-05-08T16:47:30.797" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-08T17:00:03.669" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:03.669" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:03.669" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:06.806" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:06.806" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:06.806" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:09.925" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:09.925" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:09.925" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:13.100" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:13.100" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:13.100" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:16.250" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:16.250" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:16.250" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:19.387" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:19.387" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:19.387" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:22.530" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:22.530" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:22.530" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:25.682" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:25.682" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:25.682" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:28.822" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:28.822" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:28.822" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:31.942" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:31.942" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:31.942" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:35.091" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:35.091" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:35.091" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:38.211" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:38.211" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:38.211" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:41.363" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:41.363" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:41.363" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:44.495" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:44.495" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:44.495" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:47.643" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:47.643" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:47.643" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:50.784" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:50.784" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:50.784" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:54.071" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:54.071" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:54.071" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:57.215" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:57.215" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:57.215" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:00.343" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:00.343" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:00.343" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:03.470" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:03.471" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:03.471" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:06.610" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:06.610" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:06.610" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:09.747" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:09.747" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:09.747" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:12.871" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:12.871" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:12.871" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:16.022" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:16.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:16.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:19.166" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:19.167" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:19.167" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:22.298" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:22.298" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:22.298" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:25.423" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:25.423" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:25.423" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:28.550" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:28.550" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:28.550" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:31.675" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:31.675" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:31.675" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:34.798" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:34.798" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:34.798" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:37.938" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:37.938" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:37.938" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:41.083" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:41.083" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:41.083" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:44.222" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:44.222" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:44.222" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:47.355" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:47.355" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:47.355" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:50.507" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:50.507" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:50.507" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:53.654" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:53.654" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:53.654" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:56.803" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:56.803" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:56.803" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:01:59.966" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:01:59.966" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:01:59.966" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:03.083" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:03.083" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:03.083" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:06.223" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:06.223" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:06.223" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:09.355" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:09.355" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:09.355" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:12.484" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:12.484" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:12.484" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:15.606" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:15.606" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:15.606" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:18.746" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:18.746" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:18.746" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:21.877" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:21.877" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:21.877" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:25.011" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:25.011" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:25.011" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:28.151" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:28.151" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:28.151" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:31.274" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:31.274" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:31.274" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:34.394" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:34.394" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:34.394" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:37.523" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:37.523" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:37.523" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:40.661" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:40.661" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:40.661" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:43.794" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:43.795" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:43.795" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:46.921" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:46.921" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:46.921" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:49.990" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:49.990" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:49.990" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:53.122" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:53.122" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:53.122" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:56.249" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:56.249" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:56.249" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:02:59.382" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:02:59.382" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:02:59.382" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:02.511" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:02.511" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:02.511" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:05.637" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:05.637" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:05.637" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:08.763" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:08.763" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:08.763" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:11.890" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:11.890" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:11.890" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:15.017" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:15.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:15.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:18.159" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:18.159" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:18.159" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:21.318" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:21.318" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:21.318" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:24.478" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:24.478" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:24.478" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:27.610" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:27.610" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:27.610" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:30.747" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:30.747" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:30.747" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:33.862" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:33.862" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:33.862" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:37.002" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:37.002" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:37.002" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:40.134" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:40.134" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:40.134" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:43.318" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:43.318" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:43.318" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:46.451" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:46.451" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:46.451" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:49.575" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:49.575" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:49.575" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:52.719" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:52.719" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:52.719" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:03:55.866" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:55.866" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:55.867" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
